辞書,文境界,書字形（＝表層形）,語彙素,語彙素読み,品詞,活用型,活用形,発音形出現形,仮名形出現形,語種,書字形(基本形),語形(基本形),語彙素ID
,I,ます,ます,マス,助動詞,助動詞-マス,終止形-一般,マス,マス,和,ます,マス,35697
,I,。,。,,補助記号-句点,,,,,記号,。,,25
,I,軽油,軽油,ケイユ,名詞-普通名詞-一般,,,ケーユ,ケイユ,漢,軽油,ケイユ,11058
,I,引取,引き取り,ヒキトリ,名詞-普通名詞-一般,,,ヒキトリ,ヒキトリ,和,引取,ヒキトリ,93645
,I,税,税,ゼイ,名詞-普通名詞-一般,,,ゼー,ゼイ,漢,税,ゼイ,20694
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,暫定,暫定,ザンテイ,名詞-普通名詞-一般,,,ザンテー,ザンテイ,漢,暫定,ザンテイ,14907
,I,税率,税率,ゼイリツ,名詞-普通名詞-一般,,,ゼーリツ,ゼイリツ,漢,税率,ゼイリツ,20710
,I,も,も,モ,助詞-係助詞,,,モ,モ,和,も,モ,37562
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,早期,早期,ソウキ,名詞-普通名詞-一般,,,ソーキ,ソウキ,漢,早期,ソウキ,20987
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,廃止,廃止,ハイシ,名詞-普通名詞-サ変可能,,,ハイシ,ハイシ,漢,廃止,ハイシ,29391
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,目指し,目指す,メザス,動詞-一般,五段-サ行,連用形-一般,メザシ,メザシ,和,目指す,メザス,37392
,I,ます,ます,マス,助動詞,助動詞-マス,終止形-一般,マス,マス,和,ます,マス,35697
,I,。,。,,補助記号-句点,,,,,記号,。,,25
,I,これ,此れ,コレ,代名詞,,,コレ,コレ,和,これ,コレ,13095
,I,ら,等,ラ,接尾辞-名詞的-一般,,,ラ,ラ,和,ら,ラ,39572
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,廃止,廃止,ハイシ,名詞-普通名詞-サ変可能,,,ハイシ,ハイシ,漢,廃止,ハイシ,29391
,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
,I,伴い,伴う,トモナウ,動詞-一般,五段-ワア行,連用形-一般,トモナイ,トモナイ,和,伴う,トモナウ,26662
,I,必要,必要,ヒツヨウ,名詞-普通名詞-形状詞可能,,,ヒツヨー,ヒツヨウ,漢,必要,ヒツヨウ,31473
,I,と,と,ト,助詞-格助詞,,,ト,ト,和,と,ト,25826
,I,なる,成る,ナル,動詞-非自立可能,五段-ラ行,連体形-一般,ナル,ナル,和,なる,ナル,28061
,I,国,国,クニ,名詞-普通名詞-一般,,,クニ,クニ,和,国,クニ,10282
,I,及び,及び,オヨビ,接続詞,,,オヨビ,オヨビ,和,及び,オヨビ,5315
,I,地方,地方,チホウ,名詞-普通名詞-一般,,,チホー,チホウ,漢,地方,チホウ,23612
,I,自治,自治,ジチ,名詞-普通名詞-一般,,,ジチ,ジチ,漢,自治,ジチ,17918
,I,体,体,タイ,名詞-普通名詞-助数詞可能,,,タイ,タイ,漢,体,タイ,21657
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,安定,安定,アンテイ,名詞-普通名詞-サ変形状詞可能,,,アンテー,アンテイ,漢,安定,アンテイ,1389
,I,財源,財源,ザイゲン,名詞-普通名詞-一般,,,ザイゲン,ザイゲン,漢,財源,ザイゲン,14777
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,確保,確保,カクホ,名詞-普通名詞-サ変可能,,,カクホ,カクホ,漢,確保,カクホ,6233
,I,し,為る,スル,動詞-非自立可能,サ行変格,連用形-一般,シ,シ,和,する,スル,19537
,I,つつ,つつ,ツツ,助詞-接続助詞,,,ツツ,ツツ,和,つつ,ツツ,24632
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,廃止,廃止,ハイシ,名詞-普通名詞-サ変可能,,,ハイシ,ハイシ,漢,廃止,ハイシ,29391
,I,まで,まで,マデ,助詞-副助詞,,,マデ,マデ,和,まで,マデ,35891
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,間,間,アイダ,名詞-普通名詞-副詞可能,,,アイダ,アイダ,和,間,アイダ,168
,I,も,も,モ,助詞-係助詞,,,モ,モ,和,も,モ,37562
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,補助,補助,ホジョ,名詞-普通名詞-サ変可能,,,ホジョ,ホジョ,漢,補助,ホジョ,34687
,I,金,金,キン,接尾辞-名詞的-一般,,,キン,キン,漢,金,キン,9605
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,活用,活用,カツヨウ,名詞-普通名詞-サ変可能,,,カツヨー,カツヨウ,漢,活用,カツヨウ,6817
,I,する,為る,スル,動詞-非自立可能,サ行変格,連体形-一般,スル,スル,和,する,スル,19537
,I,こと,事,コト,名詞-普通名詞-一般,,,コト,コト,和,こと,コト,12836
,I,で,だ,ダ,助動詞,助動詞-ダ,連用形-一般,デ,デ,和,だ,ダ,22916
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,価格,価格,カカク,名詞-普通名詞-一般,,,カカク,カカク,漢,価格,カカク,6003
,I,引下げ,引き下げ,ヒキサゲ,名詞-普通名詞-一般,,,ヒキサゲ,ヒキサゲ,和,引下げ,ヒキサゲ,31226
,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
,I,対応,対応,タイオウ,名詞-普通名詞-サ変可能,,,タイオー,タイオウ,漢,対応,タイオウ,21679
,I,し,為る,スル,動詞-非自立可能,サ行変格,連用形-一般,シ,シ,和,する,スル,19537
,I,ます,ます,マス,助動詞,助動詞-マス,終止形-一般,マス,マス,和,ます,マス,35697
,I,。,。,,補助記号-句点,,,,,記号,。,,25
,B,　,　,,空白,,,,,記号,　,,23
,I,国民,国民,コクミン,名詞-普通名詞-一般,,,コクミン,コクミン,漢,国民,コクミン,12579
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,皆,皆,ミナ,名詞-普通名詞-副詞可能,,,ミナ,ミナ,和,皆,ミナ,36678
,I,様,様,サマ,接尾辞-名詞的-一般,,,サマ,サマ,和,様,サマ,14374
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,いのち,命,イノチ,名詞-普通名詞-一般,,,イノチ,イノチ,和,いのち,イノチ,2401
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,守り,守る,マモル,動詞-一般,五段-ラ行,連用形-一般,マモリ,マモリ,和,守る,マモル,36011
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,安心,安心,アンシン,名詞-普通名詞-サ変形状詞可能,,,アンシン,アンシン,漢,安心,アンシン,1357
,I,し,為る,スル,動詞-非自立可能,サ行変格,連用形-一般,シ,シ,和,する,スル,19537
,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ,24874
,I,必要,必要,ヒツヨウ,名詞-普通名詞-形状詞可能,,,ヒツヨー,ヒツヨウ,漢,必要,ヒツヨウ,31473
,I,な,だ,ダ,助動詞,助動詞-ダ,連体形-一般,ナ,ナ,和,だ,ダ,22916
,I,サービス,サービス-service,サービス,名詞-普通名詞-サ変可能,,,サービス,サービス,外,サービス,サービス,14744
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,受け,受ける,ウケル,動詞-一般,下一段-カ行,連用形-一般,ウケ,ウケ,和,受ける,ウケル,3089
,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ,24874
,I,いただく,頂く,イタダク,動詞-非自立可能,五段-カ行,連体形-一般,イタダク,イタダク,和,いただく,イタダク,2011
,I,ため,為,タメ,名詞-普通名詞-副詞可能,,,タメ,タメ,和,ため,タメ,22686
,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
,I,も,も,モ,助詞-係助詞,,,モ,モ,和,も,モ,37562
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,赤字,赤字,アカジ,名詞-普通名詞-一般,,,アカジ,アカジ,混,赤字,アカジ,327
,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
,I,苦しむ,苦しむ,クルシム,動詞-一般,五段-マ行,連体形-一般,クルシム,クルシム,和,苦しむ,クルシム,10527
,I,医療,医療,イリョウ,名詞-普通名詞-一般,,,イリョー,イリョウ,漢,医療,イリョウ,2580
,I,機関,機関,キカン,名詞-普通名詞-一般,,,キカン,キカン,漢,機関,キカン,8330
,I,や,や,ヤ,助詞-副助詞,,,ヤ,ヤ,和,や,ヤ,38083
,I,介護,介護,カイゴ,名詞-普通名詞-サ変可能,,,カイゴ,カイゴ,漢,介護,カイゴ,5718
,I,施設,施設,シセツ,名詞-普通名詞-サ変可能,,,シセツ,シセツ,漢,施設,シセツ,15374
,I,へ,へ,ヘ,助詞-格助詞,,,エ,ヘ,和,へ,ヘ,33819
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,対応,対応,タイオウ,名詞-普通名詞-サ変可能,,,タイオー,タイオウ,漢,対応,タイオウ,21679
,I,は,は,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ,29321
,I,待っ,待つ,マツ,動詞-一般,五段-タ行,連用形-促音便,マッ,マッ,和,待つ,マツ,35830
,I,た,た,タ,助動詞,助動詞-タ,連体形-一般,タ,タ,和,た,タ,21642
,I,なし,無し,ナシ,名詞-普通名詞-一般,,,ナシ,ナシ,和,なし,ナシ,27823
,I,です,です,デス,助動詞,助動詞-デス,終止形-一般,デス,デス,和,です,デス,25653
,I,。,。,,補助記号-句点,,,,,記号,。,,25
,I,診療,診療,シンリョウ,名詞-普通名詞-サ変可能,,,シンリョー,シンリョウ,漢,診療,シンリョウ,17585
,I,報酬,報酬,ホウシュウ,名詞-普通名詞-一般,,,ホーシュー,ホウシュウ,漢,報酬,ホウシュウ,34458
,I,・,・,,補助記号-一般,,,,・,記号,・,,44
,I,介護,介護,カイゴ,名詞-普通名詞-サ変可能,,,カイゴ,カイゴ,漢,介護,カイゴ,5718
,I,報酬,報酬,ホウシュウ,名詞-普通名詞-一般,,,ホーシュー,ホウシュウ,漢,報酬,ホウシュウ,34458
,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
,I,つい,つく,ツク,動詞-一般,五段-カ行,連用形-イ音便,ツイ,ツイ,和,つく,ツク,24536
,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ,24874
,I,は,は,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ,29321
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,賃上げ,賃上げ,チンアゲ,名詞-普通名詞-サ変可能,,,チンアゲ,チンアゲ,混,賃上げ,チンアゲ,24251
,I,・,・,,補助記号-一般,,,,・,記号,・,,44
,I,物価,物価,ブッカ,名詞-普通名詞-一般,,,ブッカ,ブッカ,漢,物価,ブッカ,33365
,I,高,高,ダカ,接尾辞-名詞的-一般,,,ダカ,ダカ,和,高,ダカ,23103
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,適切,適切,テキセツ,形状詞-一般,,,テキセツ,テキセツ,漢,適切,テキセツ,25101
,I,に,だ,ダ,助動詞,助動詞-ダ,連用形-ニ,ニ,ニ,和,だ,ダ,22916
,I,反映,反映,ハンエイ,名詞-普通名詞-サ変可能,,,ハンエー,ハンエイ,漢,反映,ハンエイ,30317
,I,さ,為る,スル,動詞-非自立可能,サ行変格,未然形-サ,サ,サ,和,する,スル,19537
,I,せ,せる,セル,助動詞,下一段-サ行,連用形-一般,セ,セ,和,せる,セル,20355
,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ,24874
,I,いき,行く,イク,動詞-非自立可能,五段-カ行,連用形-一般,イキ,イキ,和,いく,イク,1713
,I,ます,ます,マス,助動詞,助動詞-マス,終止形-一般,マス,マス,和,ます,マス,35697
,I,が,が,ガ,助詞-接続助詞,,,ガ,ガ,和,が,ガ,7888
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,報酬,報酬,ホウシュウ,名詞-普通名詞-一般,,,ホーシュー,ホウシュウ,漢,報酬,ホウシュウ,34458
,I,改定,改定,カイテイ,名詞-普通名詞-サ変可能,,,カイテー,カイテイ,漢,改定,カイテイ,5844
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,時期,時期,ジキ,名詞-普通名詞-副詞可能,,,ジキ,ジキ,漢,時期,ジキ,17777
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,待た,待つ,マツ,動詞-一般,五段-タ行,未然形-一般,マタ,マタ,和,待つ,マツ,35830
,I,ず,ず,ズ,助動詞,助動詞-ヌ,連用形-一般,ズ,ズ,和,ぬ,ヌ,19587
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,経営,経営,ケイエイ,名詞-普通名詞-サ変可能,,,ケーエー,ケイエイ,漢,経営,ケイエイ,10896
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,改善,改善,カイゼン,名詞-普通名詞-サ変可能,,,カイゼン,カイゼン,漢,改善,カイゼン,5795
,I,及び,及び,オヨビ,接続詞,,,オヨビ,オヨビ,和,及び,オヨビ,5315
,I,従業,従業,ジュウギョウ,名詞-普通名詞-一般,,,ジューギョー,ジュウギョウ,漢,従業,ジュウギョウ,18175
,I,者,者,シャ,接尾辞-名詞的-一般,,,シャ,シャ,漢,者,シャ,15852
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,処遇,処遇,ショグウ,名詞-普通名詞-サ変可能,,,ショグー,ショグウ,漢,処遇,ショグウ,16970
,I,改善,改善,カイゼン,名詞-普通名詞-サ変可能,,,カイゼン,カイゼン,漢,改善,カイゼン,5795
,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
,I,つながる,繋がる,ツナガル,動詞-一般,五段-ラ行,連体形-一般,ツナガル,ツナガル,和,つながる,ツナガル,24672
,I,補助,補助,ホジョ,名詞-普通名詞-サ変可能,,,ホジョ,ホジョ,漢,補助,ホジョ,34687
,I,金,金,キン,接尾辞-名詞的-一般,,,キン,キン,漢,金,キン,9605
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,措置,措置,ソチ,名詞-普通名詞-サ変可能,,,ソチ,ソチ,漢,措置,ソチ,21327
,I,し,為る,スル,動詞-非自立可能,サ行変格,連用形-一般,シ,シ,和,する,スル,19537
,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ,24874
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,効果,効果,コウカ,名詞-普通名詞-一般,,,コーカ,コウカ,漢,効果,コウカ,11908
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,前倒し,前倒し,マエダオシ,名詞-普通名詞-サ変可能,,,マエダオシ,マエダオシ,和,前倒し,マエダオシ,35479
,I,し,為る,スル,動詞-非自立可能,サ行変格,連用形-一般,シ,シ,和,する,スル,19537
,I,ます,ます,マス,助動詞,助動詞-マス,終止形-一般,マス,マス,和,ます,マス,35697
,I,。,。,,補助記号-句点,,,,,記号,。,,25
,B,　,　,,空白,,,,,記号,　,,23
,I,加え,加える,クワエル,動詞-一般,下一段-ア行,連用形-一般,クワエ,クワエ,和,加える,クワエル,10636
,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ,24874
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,国,国,クニ,名詞-普通名詞-一般,,,クニ,クニ,和,国,クニ,10282
,I,・,・,,補助記号-一般,,,,・,記号,・,,44
,I,地方,地方,チホウ,名詞-普通名詞-一般,,,チホー,チホウ,漢,地方,チホウ,23612
,I,自治,自治,ジチ,名詞-普通名詞-一般,,,ジチ,ジチ,漢,自治,ジチ,17918
,I,体,体,タイ,名詞-普通名詞-助数詞可能,,,タイ,タイ,漢,体,タイ,21657
,I,から,から,カラ,助詞-格助詞,,,カラ,カラ,和,から,カラ,7219
,I,民間,民間,ミンカン,名詞-普通名詞-一般,,,ミンカン,ミンカン,漢,民間,ミンカン,36946
,I,へ,へ,ヘ,助詞-格助詞,,,エ,ヘ,和,へ,ヘ,33819
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,請負,請け負い,ウケオイ,名詞-普通名詞-一般,,,ウケオイ,ウケオイ,和,請負,ウケオイ,3072
,I,契約,契約,ケイヤク,名詞-普通名詞-サ変可能,,,ケーヤク,ケイヤク,漢,契約,ケイヤク,11056
,I,単価,単価,タンカ,名詞-普通名詞-一般,,,タンカ,タンカ,漢,単価,タンカ,22777
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,物価,物価,ブッカ,名詞-普通名詞-一般,,,ブッカ,ブッカ,漢,物価,ブッカ,33365
,I,上昇,上昇,ジョウショウ,名詞-普通名詞-サ変可能,,,ジョーショー,ジョウショウ,漢,上昇,ジョウショウ,18542
,I,等,等,トウ,接尾辞-名詞的-一般,,,トー,トウ,漢,等,トウ,25875
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,踏まえ,踏まえる,フマエル,動詞-一般,下一段-ア行,連用形-一般,フマエ,フマエ,和,踏まえる,フマエル,32991
,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ,24874
,I,適切,適切,テキセツ,形状詞-一般,,,テキセツ,テキセツ,漢,適切,テキセツ,25101
,I,に,だ,ダ,助動詞,助動詞-ダ,連用形-ニ,ニ,ニ,和,だ,ダ,22916
,I,見直し,見直す,ミナオス,動詞-一般,五段-サ行,連用形-一般,ミナオシ,ミナオシ,和,見直す,ミナオス,36682
,I,ます,ます,マス,助動詞,助動詞-マス,終止形-一般,マス,マス,和,ます,マス,35697
,I,。,。,,補助記号-句点,,,,,記号,。,,25
,B,　,　,,空白,,,,,記号,　,,23
,I,コスト,コスト-cost,コスト,名詞-普通名詞-一般,,,コスト,コスト,外,コスト,コスト,12723
,I,高,高,ダカ,接尾辞-名詞的-一般,,,ダカ,ダカ,和,高,ダカ,23103
,I,から,から,カラ,助詞-格助詞,,,カラ,カラ,和,から,カラ,7219
,I,中,中,チュウ,接頭辞,,,チュー,チュウ,漢,中,チュウ,23743
,I,小,小,ショウ,接頭辞,,,ショー,ショウ,漢,小,ショウ,16542
,I,企業,企業,キギョウ,名詞-普通名詞-一般,,,キギョー,キギョウ,漢,企業,キギョウ,8392
,I,・,・,,補助記号-一般,,,,・,記号,・,,44
,I,小,小,ショウ,接頭辞,,,ショー,ショウ,漢,小,ショウ,16542
,I,規模,規模,キボ,名詞-普通名詞-一般,,,キボ,キボ,漢,規模,キボ,8810
,I,事業,事業,ジギョウ,名詞-普通名詞-一般,,,ジギョー,ジギョウ,漢,事業,ジギョウ,17803
,I,者,者,シャ,接尾辞-名詞的-一般,,,シャ,シャ,漢,者,シャ,15852
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,守り,守る,マモル,動詞-一般,五段-ラ行,連用形-一般,マモリ,マモリ,和,守る,マモル,36011
,I,ます,ます,マス,助動詞,助動詞-マス,終止形-一般,マス,マス,和,ます,マス,35697
,I,。,。,,補助記号-句点,,,,,記号,。,,25
,I,生産,生産,セイサン,名詞-普通名詞-サ変可能,,,セーサン,セイサン,漢,生産,セイサン,19803
,I,性,性,セイ,接尾辞-名詞的-一般,,,セー,セイ,漢,性,セイ,19682
,I,向上,向上,コウジョウ,名詞-普通名詞-サ変可能,,,コージョー,コウジョウ,漢,向上,コウジョウ,12142
,I,支援,支援,シエン,名詞-普通名詞-サ変可能,,,シエン,シエン,漢,支援,シエン,15014
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,事業,事業,ジギョウ,名詞-普通名詞-一般,,,ジギョー,ジギョウ,漢,事業,ジギョウ,17803
,I,承継,承継,ショウケイ,名詞-普通名詞-サ変可能,,,ショーケー,ショウケイ,漢,承継,ショウケイ,16636
,I,や,や,ヤ,助詞-副助詞,,,ヤ,ヤ,和,や,ヤ,38083
,I,Ｍ,Ｍ,エム,記号-文字,,,エム,エム,記号,Ｍ,エム,4042
,I,＆,＆,,補助記号-一般,,,,,記号,＆,,86214
,I,Ａ,Ａ,エー,記号-文字,,,エー,エー,記号,Ａ,エー,4296
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,環境,環境,カンキョウ,名詞-普通名詞-一般,,,カンキョー,カンキョウ,漢,環境,カンキョウ,7531
,I,整備,整備,セイビ,名詞-普通名詞-サ変可能,,,セービ,セイビ,漢,整備,セイビ,19972
